OSBP	CH	A
OSBPL1A	CH	A
OSBPL2	CH	A
OSBPL2	PIP	A
OSBP2	CH	A
OSBPL7	CH	A
OSBPL8	CH	A
OSBPL9	CH	A
OSBPL10	CH	A
OSBPL11	CH	A
STARD2	PC	A
STARD10	PE	A
STARD10	PC	A
STARD11	Cer	A
SEC14L1	DAG	A
SEC14L1	Cer	A
OSBPL9	PS	E
PITPNB	PG	E
PITPNB	PC	E
PITPNA	PC	E
STARD10	PE	E
