	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18
cell line	control	control	CERT	CERT	Sec14L1	Sec14L1	control	control	CERT	CERT	Sec14L1	Sec14L1	control	control	CERT	CERT	Sec14L1	Sec14L1
tet	minus	plus	minus	plus	minus	plus	minus	plus	minus	plus	minus	plus	minus	plus	minus	plus	minus	plus
PC 38:7	0,152409744	0,156225388	0,190658027	0,153918237	0,201485861	0,179618185	0,198073054	0,239546459	0,233134742	0,273679029	0,282111726	0,227925327	0,180049974	0,201768806	0,300491356	0,24546234	0,225704742	0,233126935
PC 38:6	0,972341564	0,999754841	1,056423736	1,099556614	0,981677663	1,040583724	1,020517766	1,047957138	0,986504505	0,970468896	0,899201558	0,906429216	1,045208011	0,985609315	0,862144252	0,886029337	0,800297681	0,826135574
PC 38:5	2,172725534	2,195127119	2,477985285	2,481377318	2,445102069	2,479749424	2,757272381	2,836061993	3,011237086	2,854536729	2,7499971	2,754073223	2,866591599	2,734576657	3,094470459	2,963071886	2,863268889	2,924585582
PC 38:4	0,96210273	0,923972385	1,131364536	1,072870434	1,148885791	1,129096259	1,304657737	1,295365849	1,52838795	1,338106279	1,314471632	1,316999301	1,425095128	1,318883225	1,672500246	1,496939738	1,501527681	1,539016827
PC 38:3	0,108622674	0,112248222	0,088950855	0,087040386	0,073948761	0,07269987	0,046499876	0,046508146	0,020773705	0,033618131	0,020314406	0,02794741	0,061186565	0,056167396	0	0,013932684	0,011313131	0,017856356
PC 38:2	0,245395318	0,248702418	0,247130666	0,226424885	0,221631275	0,227211154	0,203345616	0,202342345	0,20627397	0,18410561	0,171983551	0,180458423	0,202066656	0,198538277	0,203659206	0,190257471	0,181177883	0,179259349
PC 38:0	0	0	0	0	0	0	0	0	0	0	0	0,000179665	0	0	0	0	0	0
PC 40:9	0,028105897	0,033808375	0,033211847	0,021757609	0,032983527	0,026709124	0,043827282	0,051661917	0,040512426	0,055543844	0,048579725	0,032486569	0	0	0	0	0	0
PC 40:7	0,536822499	0,541299637	0,537381831	0,440757795	0,516285266	0,5429493	0,549120255	0,584514791	0,55626184	0,545978222	0,522579716	0,513975114	0,375713359	0,50470811	0,523510488	0,494046511	0,428082176	0,461160376
PC 40:6	0,46086024	0,4710533	0,440768101	0,476616171	0,440778204	0,470024307	0,467471343	0,47957466	0,440411649	0,41138695	0,414169726	0,425442445	0,547537482	0,492040768	0,463138101	0,439081156	0,454801693	0,455713432
PC 40:5	0,233025517	0,229679189	0,236738916	0,23201823	0,231736464	0,243156544	0,272696915	0,269472164	0,271776247	0,253768246	0,245492352	0,251593631	0,288303329	0,278546159	0,289869045	0,28459465	0,26562067	0,27471175
PC 40:4	0,045013547	0,044643856	0,04987975	0,050996537	0,051515995	0,047976601	0,049061236	0,05226303	0,054862683	0,051439593	0,048659679	0,047823562	0,057309327	0,056712731	0,059579317	0,057262534	0,052249528	0,019564893
PC 40:3	0,013362701	0,018799016	0,018021284	0,014450746	0,009945079	0,007943818	0,00644933	0,004222892	0,006933439	0,004253924	0,000452168	0	0,004782935	0,006810423	0,003007349	0,006265979	0	0
PC 40:2	0,02180378	0,020879274	0,025204839	0,02229883	0,016114871	0,016431637	0,012415703	0,009609374	0,014992066	0,009971866	0,006747949	0,012044124	0,011394276	0,010956272	0,01023877	0,010947041	0,006456093	0,002773052
PC 40:1	0	0	0	0	0	0	0	0,000155444	0	0	0	0	0	0	0	0	0	0
PC 42:9	0,125334387	0,127535156	0,135234188	0,154925147	0,141277685	0,156099231	0,195526296	0,220572988	0,223523349	0,217429155	0,194721359	0,246415875	0,138465426	0,137621359	0,162426001	0,160507286	0,153276428	0,144517329
PC 42:8	0,03925165	0,039412405	0,04434627	0,037944075	0,043216206	0,040787043	0,046392568	0,049493543	0,049758291	0,053610729	0,050187333	0,038482414	0,04844172	0,044172642	0,047956345	0,047809091	0,042062568	0,005524051
PC 42:7	0,033329835	0,033025749	0,027110624	0,03517864	0,027344456	0,030103071	0,030060256	0,029575856	0,031807114	0,027279918	0,024023744	0,027968597	0,032551383	0,034801943	0,035381397	0,030568522	0,024338623	0,011821342
PC 42:5	0,015876836	0,015373078	0,010946709	0,016018457	0,010608995	0,012156411	0,024460516	0,020612434	0,024990614	0,013378643	0,010126709	0,015418614	0,019482905	0,018534682	0,008064925	0,014943278	0,008847169	0
PC 42:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001506764	0	0	0	0
PC 42:3	0,000662108	0,001277309	0,001004703	0,000851336	0,000207701	0,001008438	0,00076723	0,000422699	0,000354732	0	0	0	0	0	0,00025323	0,000232236	0,000224685	0
PC 42:2	0,003220334	0,002855146	0,002688378	0,001326614	0,002632163	0,001450751	0,00042201	0,00118977	0,000319486	0,000463543	0,000211697	0,000184333	0,00074267	0,001359006	0,00070432	0,000147893	0,000218887	0
PC 42:1	0	0	0	0	0	0,000138444	0	0	0	0	0,000329362	0,00015094	0	0	0	0	0	0
PC 44:12	0,035839564	0,040786034	0,036029297	0,031738618	0,035549341	0,043145186	0,038581347	0,040222532	0,042028279	0,035891852	0,029339683	0,03097687	0,027013871	0,02959024	0,031057894	0,034550162	0,025487844	0,004164229
PC 44:7	0,000616023	0,000299704	0,000418146	0,000209611	0,000284602	0,000630674	0	0,000731372	0,001210813	0,000154631	0,000160588	0,000610368	0	0,000408824	0	0,000326137	0,000111819	0
PC 44:6	0	0,000102627	0	0	0	0	0	0	0	0,000403862	0	0	0	0	0	0	0	0
PC 44:5	0,000163939	0	0,000208256	0,0004214	0,00038584	0	0,000784959	0	0,000617446	0,000725139	0	0,000734078	0	0	0	0	0	0
PC 44:4	0	0	0	0	0	0	0	0,000145808	0	0	0,000621531	0	0,001288314	0,000251388	0,001365822	0	0	0
PC 44:3	0	0,000178599	0	0	0,000171987	0	0	0,000220235	0	0	0	0	0	0	0	0	0	0
PC 44:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00020308	0
PC O-28:0	0,00274611	0,002236672	0,004158936	0,003851228	0,004524253	0,003255811	0,004733187	0,003832175	0,00594402	0,005743243	0,004151416	0,007178266	0,005590087	0,004713372	0,007394421	0,005631059	0,011083424	0,000517554
PC O-30:2	0,000669831	0,006773762	0	0,007034457	0,01383059	0,006993166	0,007572707	0,007723685	0,012556401	0,009457741	0,006389073	0,006625747	0,007544066	0,005274275	0,008533869	0,011606598	0,003032843	0,002229701
PC O-30:1	0,067285093	0,074024977	0,084234724	0,077232685	0,078718098	0,077548194	0,078353959	0,078928945	0,090841867	0,085224249	0,078921833	0,082124981	0,079955684	0,071814738	0,091735974	0,088468163	0,079465481	0,050216971
PC O-30:0	0,075529195	0,079644106	0,082148311	0,077434087	0,067324899	0,066958602	0,068182255	0,070992715	0,07416055	0,0667412	0,056882647	0,06212977	0,066921223	0,064707436	0,07097917	0,068373937	0,054568153	0,035191889
PC O-32:3	0,008957334	0,011619646	0,022389277	0,011857508	0,015978117	0,028171431	0,01244034	0,007179336	0,016091032	0,015964098	0,043467027	0,011637303	0,032610881	0,004218131	0,00673568	0,007632443	0,007575634	0,002830711
PC O-32:2	0,130552621	0,142689165	0,163831305	0,148052769	0,155137124	0,14830002	0,144694092	0,143232148	0,182977611	0,166873494	0,148870162	0,153154786	0,154581731	0,144719439	0,175963004	0,169205971	0,15390339	0,135115118
PC O-32:1	0,388667515	0,429709743	0,442251122	0,384598307	0,388279639	0,380509666	0,379572738	0,391595192	0,434672372	0,400417453	0,360682629	0,369308934	0,36994469	0,354290656	0,415811062	0,38674883	0,335821137	0,361890873
PC O-32:0	0,320511061	0,357367231	0,34740682	0,303614248	0,269307593	0,270762828	0,261142323	0,280724841	0,281946704	0,26937358	0,205831777	0,219031492	0,247933034	0,245350166	0,242465308	0,2417543	0,183893218	0,200042757
PC O-34:3	0,057818796	0,063467318	0,067000196	0,05459117	0,065061671	0,057648614	0,057629445	0,060974275	0,063106193	0,066191608	0,058769911	0,056393002	0,055423941	0,058955975	0,068458063	0,060978926	0,05229576	0,028990015
PC O-34:2	0,261262343	0,283724353	0,275357019	0,257516328	0,252598294	0,25688558	0,229056468	0,237217987	0,254923832	0,237708168	0,214079481	0,229722616	0,241715308	0,232218156	0,24978731	0,241612322	0,211732712	0,234834046
PC O-34:1	0,750296659	0,828652726	0,738792413	0,746177819	0,632640015	0,658452716	0,61902676	0,666501614	0,598363445	0,614228035	0,490304668	0,533227469	0,619568009	0,607614476	0,559665768	0,580261733	0,455832503	0,521200476
PC O-34:0	0,116461934	0,12325773	0,142114622	0,115713746	0,103515218	0,100708562	0,09218602	0,092712793	0,114771131	0,10986399	0,072999371	0,081667995	0,095680763	0,095684723	0,111496526	0,102295975	0,062519067	0,053027619
PC O-36:4	0,226101608	0,251741787	0,260035811	0,260846658	0,23199665	0,240251695	0,240858671	0,244542506	0,266684466	0,266113503	0,229906099	0,231254911	0,257551914	0,254749174	0,284663224	0,285127905	0,234102207	0,245659933
PC O-36:3	0,0951123	0,103731636	0,092571769	0,090624832	0,085315391	0,091572537	0,072302637	0,079221451	0,077987664	0,073269121	0,063918769	0,073369392	0,077100577	0,074370253	0,075000167	0,070702948	0,065577266	0,03866671
PC O-36:2	0,098873648	0,103236559	0,096548937	0,093041674	0,085944355	0,088610578	0,073283259	0,072332846	0,072284789	0,070278087	0,058658202	0,064521846	0,072753536	0,074005905	0,066092528	0,067368274	0,054842102	0,036839391
PC O-36:1	0,037867124	0,038955049	0,037621675	0,033131314	0,028044517	0,028932898	0,017702699	0,015976038	0,018938088	0,0202566	0,011438157	0,014274811	0,015696115	0,021014621	0,012656925	0,013180066	0,006043233	0,002865193
PC O-38:7	0,023683135	0,026016421	0,023379952	0,045923253	0,020776659	0,016057166	0,016998228	0,016899062	0,020532262	0,026245573	0,023728812	0,034816316	0,028786758	0,036245331	0,034449149	0,013066278	0,020429298	0,016386933
PC O-38:6	0,302342275	0,315126728	0,304839058	0,319453933	0,280644705	0,309069257	0,28387102	0,286684058	0,30592141	0,282584933	0,263360561	0,21361136	0,325284318	0,315332524	0,308964072	0,305015176	0,282589567	0,284826306
PC O-38:5	0,345659611	0,381336997	0,389946912	0,407310769	0,341926503	0,372128632	0,360817858	0,372840643	0,414056705	0,392273991	0,3420644	0,375309264	0,399539313	0,37850227	0,387572503	0,393053249	0,340696993	0,367855474
PC O-38:4	0,060148896	0,063323492	0,072277295	0,069825374	0,054865022	0,059504208	0,044505781	0,05451825	0,062181484	0,053640433	0,041585288	0,039962274	0,050620531	0,051655976	0	0,064823598	0,041247078	0,015505794
PC O-38:3	0	0	0	0	0	0	0,000211769	0	0	0	0	0	0	0	0	0	0	0
PC O-38:2	0,003295567	0,003666064	0,001145248	0,001027708	0,001967465	0,00017991	0,000183873	0,00018059	0,000620655	0,000343309	0,000203384	0	0	0	0,000205032	0	0	0
PC O-38:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PC O-40:9	0	0	0,000161239	0	0	0	0	0	0	0	0	0	0	0,000202805	0,000750671	0	0	0
PC O-40:8	0,029452184	0,030116341	0,028006279	0,020292688	0,023601447	0,024361779	0,020908045	0,027777329	0,025086772	0,025654618	0,026037404	0,022934252	0,013926128	0,024376151	0,03319367	0,019488889	0,017184726	0,004538181
PC O-40:7	0,08582216	0,093125457	0,074213517	0,081778298	0,071872862	0,080307808	0,064362681	0,071051533	0,059506913	0,062884562	0,058756125	0,064290662	0,074497387	0,074370552	0,063712671	0,063331066	0,056915846	0,029687392
PC O-40:6	0,071622234	0,078197809	0,062620823	0,067346295	0,056316166	0,064037386	0,054820952	0,053872066	0,052760539	0,048047616	0,046846802	0,052895706	0,062139081	0,061493951	0,052916344	0,049948045	0,045045893	0,024297573
PC O-40:5	0,032498327	0,034996189	0,032703216	0,033758689	0,028288683	0,032536053	0,023722187	0,024822335	0,029814178	0,025442431	0,018408548	0,026533654	0,034544683	0,031235622	0,029153986	0,027595005	0,02076947	0,001301611
PC O-40:4	0,010339353	0,007684438	0,010930787	0,012145193	0,008692484	0,007183154	0,006728718	0,005064567	0,007497113	0,0025463	0,004050134	0,005551132	0,005076718	0,008993735	0,004737611	0,006859737	0,003435121	0,002577901
PC O-40:2	0,000195622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,019954911	0
PC O-40:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000114946	0	0	0
PC O-42:7	0	0,000206486	0,000407911	0	0	0	0	0,000168492	0	0	0	0	0	0,000206678	0	0	0	0
PC O-42:6	0,001034021	0,001698841	0,001847196	0,000885304	0,000701028	0,000481677	0,000843269	0,000215147	0,000966525	0,000297913	0	0	0,000220485	0,000627255	0	0,001007406	0,000180608	0
PC O-42:5	0,001205992	0,001178321	0,001029123	0,002099506	0,00255999	0,00138882	0,000217046	0,001835889	0,001039767	0,000544977	0,000374137	0,001272833	0,000374264	0,0011938	0,000419558	0,000492029	0,000230284	0
PC O-42:4	0	0	0,00085484	0	0,000479312	0	0,000351216	0	0,00120981	0,000554428	0,000492119	0,000230745	0,000530572	0	0,000743174	0	0,000553341	0
PC O-42:3	0	0	0	0,000193444	0	0	0	0,000236481	0	0	0,000183999	0	0	0	0	0	0,005359991	0
PC O-42:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000254221	0
PC O-44:10	0	0	0	0	0	0	0	0	0	0	0	0,000101234	0	0	0	0	0	0
PC O-44:6	0,000161336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PC O-44:5	0	0,000199845	0,000142443	0	0	0,000297762	0,000219576	0	0,00019428	0	0	0	0	0,000199194	0	0	0	0
PC O-44:3	0	0	0	0	0	0	0,009631275	0,004154538	0	0	0	0	0	0	0	0	0	0
PC O-44:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000228242	0,000708268	0,002642236	0
"HexCer 34:2;2"	0,002682099	0,001151242	0,001079648	0,000597041	0,000578242	0,001595196	0,000888668	0,00068422	0,000900962	0,000420418	0,000730659	0,000365939	0,001213672	0	0,001263934	0,00132486	0,000805922	0,000926252
"HexCer 34:1;2"	0,039602999	0,031700571	0,013534085	0,014994255	0,023033913	0,045827599	0,02089929	0,020578539	0,022740538	0,012453726	0,017728466	0,013911672	0,025421935	0,028626245	0,019102485	0,018499854	0,018768661	0,019449964
"HexCer 36:1;2"	0,008924495	0,007431097	0,00584021	0,005029075	0,006502839	0,007544022	0,005492735	0,005591315	0,00480312	0,001979401	0,003541635	0,003355378	0,00810769	0,006833644	0,004946225	0,003685254	0,003578444	0,004912523
"HexCer 42:2;2"	0,106268128	0,096677095	0,050812665	0,05413324	0,058178861	0,137073662	0,063566884	0,054120588	0,038021571	0,035173557	0,047123548	0,039590342	0,076411435	0,100813447	0,044264134	0,043488303	0,038412512	0,055055805
"HexCer 42:1;2"	0,051094388	0,046156263	0,021140733	0,021368094	0,020589084	0,026015154	0,024737952	0,015687545	0,011313345	0,012208061	0,018062287	0,01690314	0,028485354	0,035391194	0,016559878	0,020852692	0,020500695	0,019539546
CE 14:0	0,076355951	0,091545335	0,084612016	0,087432735	0,089296456	0,100548163	0,055562905	0,064186396	0,066014222	0,061756317	0,09107448	0,075963734	0,074214989	0,072184427	0,062152484	0,067779654	0,112927928	0,02995305
CE 16:1	0,168211626	0,205182361	0,195574392	0,198466634	0,19276627	0,20378277	0,132435423	0,154884131	0,157372954	0,15320627	0,244752947	0,191507668	0,139843814	0,139835093	0,173210483	0,157136587	0,196609743	0,135235567
CE 16:0	0,333264071	0,386853384	0,430473666	0,416590642	0,413506146	0,440147651	0,261886818	0,299422952	0,343556326	0,312918828	0,356997805	0,373474501	0,332348113	0,338421216	0,364744709	0,352964898	0,431970172	0,435434769
CE 18:2	0,122509724	0,143614769	0,157609192	0,163695336	0,154379162	0,167201909	0,125678991	0,140846233	0,160039398	0,151989593	0,17615738	0,187019173	0,150453186	0,146533914	0,163374278	0,167348193	0,177781468	0,125242843
CE 18:1	1,531482275	1,660487587	1,987527748	2,002147302	1,955816452	2,079446033	1,206273246	1,320424396	1,570911443	1,483867449	1,587921572	1,709856306	1,436751505	1,399854982	1,64047333	1,611696589	1,74570875	1,931073017
CE 18:0	0,099089568	0,12095279	0,157178752	0,142977853	0,153771047	0,159915155	0,092469113	0,097281513	0,140457932	0,125498275	0,15510581	0,142010099	0,122922719	0,116810673	0,164635196	0,148473628	0,188399149	0,122961105
CE 20:5	0,072998983	0,07157511	0,111715306	0,118198054	0,109562732	0,108049384	0,100155948	0,099491508	0,132952019	0,124643049	0,126979756	0,147093698	0,084508057	0,101644507	0,11795397	0,122981825	0,119713983	0,061125809
CE 20:4	0,127736239	0,129802694	0,187352532	0,194249591	0,187007902	0,178874912	0,186161911	0,200501524	0,256539114	0,252658858	0,251872212	0,295821183	0,174127859	0,18799411	0,25367572	0,239438282	0,23896499	0,217686888
CE 20:3	0,062948005	0,06478073	0,095291439	0,098250525	0,093829877	0,090852412	0,085987701	0,086571883	0,126035664	0,10826634	0,122029326	0,130329353	0,09113567	0,090358762	0,113390575	0,111434343	0,12186303	0,040811841
CE 22:6	0,510608746	0,491890725	0,663369721	0,668234174	0,61304008	0,618541406	0,519077041	0,511177624	0,553638705	0,536807967	0,559065447	0,614687048	0,536411406	0,53221126	0,552855622	0,537533843	0,550810853	0,557690329
CE 22:5	0,59475868	0,587518468	0,836096967	0,876250077	0,814495586	0,831648783	0,804923859	0,811318672	1,004724863	0,955272028	0,973014202	1,053541305	0,77137281	0,781760621	0,995218604	0,950056189	1,002667433	1,047263875
CE 22:4	0,184980504	0,176409868	0,263660918	0,286386047	0,247516868	0,241065481	0,300779583	0,299428093	0,411716288	0,388603704	0,369774597	0,390257753	0,287810983	0,280633984	0,42216247	0,395463921	0,388119514	0,382263575
DAG 30:2	0,001075148	0,000864279	0	0,000424868	0	0	0,000226818	0,000215088	0	0	0,006778808	0,000310129	0,000217355	0,000345155	0	0	0,000745773	0,000457237
DAG 30:1	0,013980401	0,013258723	0,008047298	0,008677176	0,006561945	0,005867883	0,00592895	0,007030318	0,004494041	0,003449581	0,025762211	0,004093493	0,007088856	0,006223954	0,003425829	0,005054046	0,011566668	0,006751083
DAG 30:0	0,049520934	0,053472925	0,044122052	0,041034532	0,034153168	0,035339271	0,02812346	0,030005351	0,025295515	0,023721419	0,046898007	0,024192576	0,040754257	0,034141014	0,035161594	0,026562414	0,082315937	0,027825529
DAG 32:2	0,016059049	0,017048671	0,010902228	0,012219184	0,008639197	0,009256466	0,009081945	0,008910376	0,007482911	0,007322626	0,027998085	0,006266367	0,009804093	0,009769116	0,007969239	0,008298489	0,008258413	0,006518962
DAG 32:1	0,113572143	0,121286916	0,099754516	0,107579279	0,083431707	0,094970185	0,070028283	0,07561552	0,068547818	0,068592057	0,096494513	0,058612713	0,088736589	0,088451467	0,076080276	0,078342403	0,077477888	0,075131446
DAG 32:0	0,163153696	0,170945455	0,175209329	0,160126724	0,130573596	0,144260389	0,096157674	0,103431547	0,10648762	0,099336891	0,111281749	0,088238744	0,128094587	0,119625201	0,12901942	0,110009476	0,145112233	0,106070274
DAG 34:3	0,008711314	0,009083793	0,005923448	0,007753633	0,005588894	0,006980695	0,007306747	0,007620998	0,006724954	0,006978563	0,012046406	0,006066529	0,008252113	0,009547539	0,008036413	0,008178523	0,006306422	0,005941489
DAG 34:2	0,075886423	0,079202759	0,063900596	0,070034943	0,055445419	0,065822536	0,050918016	0,056966987	0,052628871	0,052177743	0,066130928	0,046248879	0,063099517	0,063569687	0,058085678	0,058862062	0,049054372	0,057688614
DAG 34:1	0,378093152	0,399448737	0,372818756	0,38587937	0,302167513	0,357466053	0,244572921	0,269950178	0,269905593	0,271245311	0,222033252	0,223344051	0,306786073	0,316642875	0,294605259	0,299561976	0,234476995	0,275761539
DAG 36:5	0,004995819	0,006168282	0,004616848	0,00685243	0,00317551	0,006173384	0,004034928	0,004730647	0,003856388	0,004926495	0,003764365	0,004616911	0,003013129	0,004217349	0,001704587	0,002870963	0,000307846	0,002275213
DAG 36:4	0,020714237	0,020055388	0,017429629	0,021430258	0,015222141	0,022736659	0,017142205	0,020761775	0,01849197	0,019128084	0,023936533	0,020538086	0,020796621	0,021306264	0,020538976	0,021800631	0,018651106	0,023249042
DAG 36:3	0,024496151	0,025439826	0,021572914	0,024494433	0,017223852	0,023709873	0,020473655	0,022398701	0,02178254	0,021156818	0,026583303	0,019644735	0,023909711	0,024316648	0,021418179	0,022850816	0,018265049	0,023810107
DAG 36:2	0,125649801	0,130744165	0,106014934	0,120914064	0,090546237	0,113689295	0,075700678	0,087826899	0,077889925	0,078669044	0,072810189	0,070736247	0,094018234	0,099267889	0,085913033	0,087783208	0,068138631	0,086961868
DAG 36:1	0,068633222	0,070528208	0,075626066	0,068436751	0,053932464	0,063717999	0,043299768	0,043658816	0,047716057	0,046059421	0,044401502	0,039064755	0,059950838	0,050782448	0,049561365	0,045685754	0,044108986	0,049080228
DAG 38:6	0,0142622	0,015265012	0,013250167	0,014540392	0,010891161	0,015379365	0,010035178	0,011362419	0,010851378	0,011416576	0,008335833	0,010463271	0,01473879	0,014100812	0,012338554	0,012880269	0,009220281	0,012661209
DAG 38:5	0,022314464	0,022857435	0,020662895	0,023412614	0,01720012	0,02567856	0,018260681	0,021960128	0,020489596	0,021314611	0,017372477	0,021559917	0,022077889	0,022144223	0,02082718	0,021620474	0,023005373	0,024388177
DAG 38:4	0,022339832	0,019344716	0,019905878	0,022942911	0,01696491	0,025844424	0,019811438	0,019579784	0,01874408	0,01953175	0,018086361	0,020144835	0,019425598	0,019379285	0,019476665	0,01983696	0,016513862	0,021518765
DAG 38:3	0,006354315	0,006341585	0,005887349	0,005167459	0,004619853	0,005505452	0,004792176	0,004444934	0,004934043	0,005048582	0,004955197	0,003478187	0,00363109	0,004438954	0,002876917	0,003466587	0,002243174	0,002267968
DAG 40:6	0,008371779	0,007384799	0,004553352	0,006913945	0,005382314	0,008708932	0,006257118	0,007246694	0,006203349	0,006697207	0,004391261	0,006355924	0,006774803	0,007509672	0,005109791	0,005354519	0,003798573	0,005912472
"Cer 32:1;2"	0,00822263	0,005036967	0,004300911	0,00369995	0,003463907	0,00275277	0,004768073	0,00705242	0,004354715	0,003609828	0,008192308	0,005079428	0,00416697	0,003896855	0,003211808	0,001977338	0,009505335	0,004155581
"Cer 34:2;2"	0,009308317	0,010992935	0,014336652	0,008617551	0,009556022	0,00839346	0,008410579	0,008774544	0,010340143	0,006847685	0,011593239	0,008037878	0,0059872	0,00635733	0,00734177	0,005781329	0,007104356	0,00524338
"Cer 34:1;2"	0,067744064	0,072378928	0,083295436	0,065021363	0,071485378	0,073442636	0,062035947	0,070696153	0,070973815	0,057821135	0,068764611	0,067110071	0,05934721	0,059697972	0,064488253	0,051366815	0,063437596	0,064970165
"Cer 36:2;2"	0,002579309	0,002871243	0,002778194	0,000760643	0,002114298	0,002289903	0,002287804	0,001290415	0,001835991	0,000451839	0,00436823	0,000871197	0,00029977	0,000216499	0,000245569	0,00053075	0,000653155	0,000961566
"Cer 36:1;2"	0,012502449	0,012113103	0,01344266	0,011708091	0,010803166	0,010916774	0,009075355	0,012085474	0,00993994	0,008221943	0,014655667	0,010362574	0,009207329	0,008193931	0,008064723	0,005961409	0,012121844	0,007596927
"Cer 36:0;2"	0,001022877	0	0,001139508	0	0	0	0	0,012220813	0	0,000691419	0,009505951	0,001209187	0,015338408	0	0,006037768	0	0,004548085	0,003309903
"Cer 38:2;2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cer 38:1;2"	0,001415128	0,001645264	0,004175786	0,000648306	0,001104165	0,000291675	0,001085407	0,002013359	0,001343131	0,001278452	0,005672556	0,001366931	0,001201158	0,001005621	0,001466326	0,000777276	0,002456013	0,001357107
"Cer 40:2;2"	0,004029986	0,010435496	0,007330436	0,002638713	0,00334481	0,005810178	0,004843605	0,002337627	0,00277516	0,00205723	0,004522927	0,002349579	0	0	0	0,000782504	0	0,000152819
"Cer 40:1;2"	0,020635726	0,023118495	0,027724371	0,022034725	0,020218823	0,022456712	0,019035791	0,020232958	0,021240634	0,019337245	0,02432205	0,020263613	0,020957305	0,019195042	0,02372026	0,021727093	0,023457373	0,026285772
"Cer 40:0;2"	0	0,001889286	0,009144441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cer 42:3;2"	0,047439067	0,048180355	0,050307474	0,049718751	0,041836143	0,052128856	0,040336797	0,043463572	0,044188904	0,037408502	0,038607412	0,039307017	0,040881597	0,041387498	0,042240523	0,03735559	0,035126692	0,042919471
"Cer 42:2;2"	0,167155652	0,164325134	0,159994506	0,162987344	0,141521448	0,172370586	0,138342988	0,145726036	0,137540632	0,129498385	0,127312122	0,131227823	0,14069628	0,138609438	0,137577101	0,127442624	0,119991341	0,146566812
"Cer 42:1;2"	0,081789332	0,10097376	0,086500901	0,083958184	0,065395814	0,084027607	0,066087157	0,066201648	0,059997264	0,065465615	0,061219374	0,059503009	0,071746892	0,068255438	0,060390148	0,070793098	0,05179518	0,075998441
"Cer 44:1;2"	0	0	0,001309396	0	0,000175241	0	0	0,000298499	0,000124583	0	0,001155852	0,000225137	0	0,000206983	0	0	0,000209394	0
"diHexCer 40:2;2"	0	0	0,000196348	0,000266761	0,000323457	0,000355647	0,000170832	0,000165862	0,000180464	0,00057342	0,000463528	0,00024259	0,000573051	0	0,000545932	0,000137754	0,00016421	0
"diHexCer 42:2;2"	0,032823171	0,033966938	0,035759332	0,038267962	0,040008411	0,036431907	0,033726514	0,036625392	0,037515418	0,03510643	0,032860173	0,040624333	0,042088658	0,038389695	0,040838862	0,03491465	0,040828552	0,041860706
"diHexCer 42:1;2"	0,007022261	0,001970382	0,006325753	0,004327342	0,01155278	0,009932371	0,009165903	0,009367489	0,009406022	0,006868159	0,008744204	0,009485588	0,007161946	0,007677762	0,004079707	0	0,008369648	0,006375458
"triHexCer 34:1;2"	0,042413626	0,059589094	0,049967104	0,044390511	0,055799316	0,061216924	0,026798477	0,044580232	0,060607815	0,028833688	0,021482666	0,044477909	0,018115843	0,007916491	0,012599607	0,000754265	0,014804444	0,014952144
"triHexCer 42:2;2"	0,198143125	0,193950344	0,185607582	0,156059379	0,121088098	0,155825787	0,162352277	0,181541269	0,157078946	0,126864142	0,092976285	0,183217689	0,1004637	0,148418506	0,12520209	0,125360365	0,152770983	0,11067331
"triHexCer 42:1;2"	0,021734231	0,012572178	0,029344679	0,029030797	0,019710452	0,024101458	0,008822511	0,013976777	0,014697605	0,005222726	0	0	0	0	0,014679382	0	0	0
"triHexCer 44:2;2"	0,01109168	0,015501905	0,005990471	0,039528154	0,006419558	0,016094613	0,001864048	0,015949911	0,008755818	0,006141354	0,002994284	0,016281398	0,002703357	0,003391283	0	0,001486958	0	0
"triHexCer 44:1;2"	0,002427056	0	0,002629697	0,013869445	0	0	0	0	0,003306605	0,004348987	0,001389337	0	0,002955988	0,002486566	0	0,0011486	0,004569218	0
PA 28:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PA 30:1	0	0	0	0	0	0	0	0	0	0	0	0,005227278	0	0	0	0	0	0
PA 30:0	0,002414329	0,000785873	0,000860236	0	0,001287226	0	0,001005417	0	0	0	0	0	0,001819466	0,001957453	0,000338716	0,000158959	0,000601906	0,000190207
PA 32:2	0,000212948	0	0	0	0,000174786	0	0	0	0	0,000135003	0	0	0	0,000196651	0	0	0	0
PA 32:1	0,006988326	0,006444027	0,004768077	0,005015758	0,004315661	0,00381794	0,005387216	0,005099708	0,003504158	0,005798522	0,002765378	0,005886118	0,001530673	0,002795334	0	0	0	0
