	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18
cell line	control	control	CERT	CERT	Sec14L1	Sec14L1	control	control	CERT	CERT	Sec14L1	Sec14L1	control	control	CERT	CERT	Sec14L1	Sec14L1
tet	minus	plus	minus	plus	minus	plus	minus	plus	minus	plus	minus	plus	minus	plus	minus	plus	minus	plus
PS 40:2	0,016518121	0,022040283	0,019590008	0,029559797	0,022977862	0,020956309	0,024619832	0,020609513	0,0288222	0,042267232	0,033442314	0,030053341	0,017628296	0,018545949	0,025138083	0,025843593	0,024545221	0,022172376
PS 40:1	0,009372588	0,013591142	0,011780363	0,017077228	0,015282307	0,013383838	0,014249761	0,012050526	0,015417831	0,021484048	0,020098632	0,017400342	0,010832572	0,011535588	0,014517566	0,015827226	0,014849382	0,015246643
PS 42:2	0,003786814	0,005018683	0,004529897	0,007063937	0,005135327	0,004966488	0,006502065	0,003740269	0,005780672	0,009372575	0,007491379	0,006210976	0,002947595	0,00378328	0,005087192	0,003405138	0,00099159	0,00277339
PS 42:1	0,000128428	0,000598879	0,000200059	0	0,000955598	0,000307145	0,000578658	0,000156289	0,000247554	0,000895313	0,000287483	0,000653458	0	0,000186265	0	0	0	0
"CerP 32:1;2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CerP 34:2;2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CerP 34:1;2"	0,000371759	0,000782434	0,000310013	0,000840811	0,000656823	0,000381107	0,001249606	0,000715	0,00144567	0,002922383	0,00137013	0,001416724	0,000392952	0,000542113	0,000558411	0,00087592	0,000688976	0,000528214
"CerP 34:0;2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CerP 40:1;2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CerP 40:0;2"	0	0	0	0	0	0	0	0	0	0,000156609	0	0	0	0	0	0	0	0
"CerP 42:2;2"	0	0	0	0	0	0	0	0	0	0,00019418	0	0	0	0	0	0	0	0
"CerP 42:1;2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CerP 42:0;2"	0	0	0	0	0	0	0	0	0	0,000931461	0	0	0	0	0	0	0	0
"CerP 44:1;2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CerP 44:0;2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CL 66:5	0	0,003995033	0,007108725	0,002236915	0,002423174	0	0,003749894	0,000821311	0,006657762	0,000706702	0,024962136	0,001441514	0,001749312	0,008173657	0,006311541	0,00731723	0,013701625	0,001712599
CL 66:4	0,016863529	0,017144956	0,008428292	0,00825625	0,017159583	0,012764871	0,013348435	0,005484803	0,001986094	0,005430589	0,00300424	0,006781297	0,005425012	0	0,003456093	0	0	0,001131123
CL 68:5	0,014359113	0,003595943	0,008576735	0,008436273	0,000797184	0	0,015648319	0,011722216	0	0,00445895	0,009282001	0	0,017981137	0,035668868	0	0,006321221	0,017539931	0
CL 68:4	0,209586772	0,23100311	0,202878858	0,17284376	0,186999301	0,186692976	0,13951841	0,14586682	0,159386486	0,149311932	0,139954442	0,154990081	0,130701604	0,155413336	0,096451781	0,07715633	0,091465086	0,092834482
CL 70:6	0,307766456	0,327035837	0,321749054	0,282936499	0,287561072	0,267642691	0,231896483	0,271170344	0,266157968	0,249085828	0,252980154	0,250495197	0,33194982	0,288929989	0,302189127	0,243450008	0,285736239	0,274073904
CL 70:5	0,10518154	0,077293957	0,074988666	0,100609528	0,091485239	0,093692846	0,073179704	0,060800206	0,100468407	0,040837606	0,053126791	0,074977008	0,09320789	0,060999917	0,049413964	0,08310166	0,066997215	0,082513952
CL 70:4	0,039716484	0,030394334	0,01066257	0,033042799	0,0398419	0,039068209	0	0,012904349	0,042304428	0	0,0195613	0	0,016185289	0,014221319	0	0,059683582	0,039284125	0,033841954
CL 72:7	0,031381986	0,035256041	0,038124958	0,031074351	0,055297685	0,022024491	0,025373792	0,059590215	0,021778738	0,058940051	0,037088984	0,029453346	0,094809134	0,063680484	0,044689694	0,044628827	0,01978302	0,053192479
CL 72:6	0,62447432	0,653530825	0,696775786	0,623137283	0,648066428	0,644353904	0,581009279	0,610378752	0,689096498	0,675028295	0,629792469	0,672566013	0,829948584	0,765216514	0,819030379	0,744869081	0,798312052	0,764263218
CL 72:5	0,161221519	0,173288833	0,202105479	0,151411984	0,159968309	0,171566684	0,152630158	0,160004799	0,185567868	0,178215621	0,182355541	0,167101231	0,224968328	0,210128412	0,23119421	0,198865844	0,257030062	0,185894172
LPG O-	0	0	0,000261114	0	0	0	0	0	0	0	0	0	0	0	0,000392071	0	0,000871929	0
LPG	0,001505952	0,001641702	0,001528235	0,001450097	0,001655252	0,001506241	0,00108695	0,001161712	0,000676462	0,000797585	0,000531177	0,001219686	0,001009774	0,000790007	0,000340729	0,000657319	0,000466709	0,001082562
LPI O-	0	0	0,00011731	0	0	0	0	0	0	0	0,000301767	0	0	0	0	0	0,000714215	0
LPI	0,127317734	0,074927851	0,096498139	0,120776226	0,1010743	0,101143591	0,134464087	0,064858966	0,068510982	0,06028851	0,057687697	0,079600087	0,063348604	0,050221033	0,042552798	0,148171236	0,098282375	0,138706687
LPS	0,008311954	0,014462633	0,013988504	0,025730402	0,014955145	0,024831143	0,014336364	0,025955081	0,018331648	0,013201411	0,014472792	0,041776163	0,033424445	0,018118753	0,025392773	0,062373958	0,048909229	0,071004506
LPA	0,00292074	0,005049465	0,005583461	0,010340546	0,004526392	0,005776828	0,005466262	0,008265786	0,008971843	0,010294586	0,005652351	0,013268465	0,009247254	0,008162838	0,011104286	0,024453809	0,013446495	0,014259267
LPC O-	0,014339069	0,012490162	0,01815946	0,024736044	0,022099569	0,022168574	0,011377452	0,011999107	0,017410019	0,021883727	0,02226535	0,016322997	0,01558329	0,018151123	0,013052497	0,014213186	0,010739048	0,014039749
LPC	0,074437313	0,07873842	0,09740226	0,119616024	0,11399778	0,11365658	0,093644607	0,09967761	0,115309321	0,130917496	0,127621581	0,127736843	0,12024012	0,119613166	0,15566495	0,165212883	0,157874998	0,15664861
LPE O-	0,013042134	0,013032954	0,016711875	0,019178115	0,016532339	0,016356689	0,014128076	0,011021386	0,014756894	0,019962105	0,018902438	0,018857463	0,011054223	0,012108981	0,010707229	0,014842683	0,010712642	0,013852024
LPE	0,141937931	0,182235654	0,25149981	0,291940963	0,281692634	0,271435836	0,206363586	0,235919658	0,276738222	0,275880915	0,280644863	0,297105588	0,321583967	0,299903263	0,462245187	0,451826555	0,456095648	0,438247469
GM3	0,57057757	0,691770962	0,753806059	0,778242353	0,578266484	0,630617081	0,548466284	0,740474582	0,77142326	0,752760711	0,69321864	0,742975568	0,666189494	0,71694628	0,962323242	0,868530791	0,595189803	0,770014652
Chol	25,63328865	18,36359704	18,56319196	18,89500522	17,83751241	18,33572274	17,85546427	18,07843656	16,89573392	16,93344394	17,26108692	18,09897862	20,37782541	22,61377339	19,38710292	20,67115313	19,57909197	20,11516165
SM	4,390456627	4,717452863	4,200962385	4,945616279	4,792579098	4,694143024	4,389330116	4,679975997	4,075696247	5,175319088	4,308741567	4,456496165	4,853944756	4,622794742	4,155693812	5,337243332	4,654381916	5,088499558
PC	44,93456939	46,14790545	47,16815706	43,43767139	46,99939346	46,06012567	46,81642319	47,66164568	46,71745559	43,42423944	44,01827956	44,06172359	48,96790727	46,62853397	47,59531181	45,01901195	45,39630859	47,00447097
PC O-	3,606173885	3,937705893	3,860968777	3,727359283	3,37090875	3,473096509	3,247131052	3,374009527	3,547638576	3,398765253	2,931362935	3,033132756	3,396111796	3,29833734	3,364600626	3,346338197	2,829777715	2,69709612
HexCer	0,20857211	0,183116268	0,092407341	0,096121705	0,108882938	0,218055633	0,115585529	0,096662207	0,077779536	0,062235163	0,087186594	0,074126472	0,139640086	0,171664531	0,086136655	0,087850963	0,082066235	0,09988409
CE	3,884944372	4,130613821	5,170462649	5,25287897	5,02498858	5,22007406	3,871392538	4,085534927	4,923958929	4,655488676	5,014745533	5,311561821	4,20190111	4,188243548	5,023847442	4,862307953	5,275537013	5,08674267
DAG	1,138184079	1,188741675	1,070198256	1,108834963	0,861719999	1,031107421	0,73215264	0,803717158	0,772526651	0,766772779	0,84006098	0,67397635	0,921170143	0,915779553	0,852148958	0,839019571	0,819567583	0,814271221
Cer	0,423844538	0,453960965	0,465780673	0,41179362	0,371019214	0,434881157	0,356309501	0,392393518	0,364654914	0,332689277	0,379892299	0,346913444	0,369830118	0,347022607	0,354784249	0,324495825	0,330406364	0,379517943
diHexCer	0,039845433	0,03593732	0,042281432	0,042862065	0,051884649	0,046719925	0,043063249	0,046158743	0,047101904	0,04254801	0,042067906	0,050352511	0,049823654	0,046067458	0,045464501	0,035052404	0,049362411	0,048236164
triHexCer	0,275809719	0,281613521	0,273539533	0,282878286	0,203017424	0,257238782	0,199837313	0,256048189	0,24444679	0,171410897	0,118842573	0,243976996	0,124238889	0,162212847	0,152481079	0,128750187	0,172144645	0,125625454
PA	0,097064552	0,078788492	0,087006158	0,083889749	0,090570441	0,068949926	0,103008502	0,080289238	0,08106567	0,118395354	0,095186558	0,09310168	0,087423829	0,09857204	0,084276637	0,054870382	0,055509473	0,05406489
PA O-	0,000322612	0,000105688	0,000108395	0	0	0	0	0	0	0,0001012	0	0	0	0	0	0	0	0
PE O-	4,328382374	6,226111211	5,580024567	6,405158844	5,853523715	5,92720081	6,720148231	6,099326059	6,674181082	6,984276628	7,193422502	6,605141711	4,187617756	4,389076052	4,775749317	5,038008352	5,44247777	4,695275472
PE	6,216743693	8,602095411	7,871459165	9,033835488	8,578643631	8,740173131	9,865068517	8,838106473	9,227039228	9,828176754	10,703346	9,983438389	6,631579919	6,799003666	7,339969956	7,720364828	8,904760075	7,814635726
PG	0,108848467	0,134492924	0,12327633	0,120453385	0,131325885	0,128284895	0,157856789	0,114519542	0,140873569	0,208717571	0,17389228	0,197783061	0,125107425	0,117138385	0,125587903	0,102070368	0,150041763	0,119668625
PI	1,510014603	1,9893717	1,813737649	2,315468971	2,190423831	1,907192329	2,124255655	1,935326971	2,322741549	3,553999095	2,90930078	2,799692953	1,705096467	1,81198845	2,347900797	2,213505437	2,156590773	1,849221728
PS	0,737621011	0,900718653	0,789172308	1,033334566	0,908549383	0,831353639	1,136035161	0,91905651	1,120127277	1,691213616	1,347808166	1,271518216	0,871781144	0,942801369	1,071872382	1,003405	1,118134281	0,89978609
CerP	0,000371759	0,000782434	0,000310013	0,000840811	0,000656823	0,000381107	0,001249606	0,000715	0,00144567	0,004204633	0,00137013	0,001416724	0,000392952	0,000542113	0,000558411	0,00087592	0,000688976	0,000528214
CL	1,51055172	1,552538869	1,571399123	1,413985642	1,489599875	1,437806672	1,236354474	1,338743814	1,47340425	1,362015575	1,352108058	1,357805687	1,746926109	1,602432495	1,552736788	1,465393781	1,589849355	1,489457884
